PT_NM,WMYR,WMOD,WMWK,ITEM_PH,ITEM_BOD,ITEM_COD,ITEM_TOC,ITEM_SS,ITEM_DOC,ITEM_TP,ITEM_TCOLI,ITEM_ECOLI,drink
삼산천,2018,6,4회차,7.7,0.6,5.4,3.9,,9.1,,,,1
청미천,2018,6,1회차,7.9,6.9,13.5,7.2,,9.7,,,,0
원주,2018,6,1회차,8.0,1.1,3.2,1.9,,10.8,,,,1
칠성천,2018,6,1회차,8.0,9.2,9.1,4.6,,3.3,,54000.0,2800.0,0
팔당,2018,6,1회차,8.4,1.3,3.5,1.9,,12.1,,,,1
원주,2018,6,4회차,7.7,1.8,4.9,2.3,,9.9,,,,1
충주댐,2018,6,21,8.4,0.8,3.2,2.4,,9.0,,1442.0,0.0,1
동막천,2018,6,4회차,7.9,0.6,4.7,3.1,,10.0,,,,1
말지천,2018,6,1회차,7.5,1.0,7.5,5.1,,7.5,,,,1
봉곡천,2018,6,3회차,7.7,6.3,8.1,6.5,,8.3,,,,0
경안천4A,2018,6,1회차,8.2,4.1,7.6,5.7,,9.2,,,,0
정읍천3,2018,6,1회차,7.6,1.7,5.9,3.6,,8.3,,11000.0,7800.0,1
평창강2,2018,6,1회차,8.1,1.1,1.8,3.5,,9.3,,25000.0,830.0,1
무갑천,2018,6,4회차,8.0,0.4,2.6,2.6,,9.7,,,,1
용호천,2018,6,1회차,7.4,1.9,11.2,7.4,,7.4,,5600.0,5200.0,1
삽교호3,2018,6,1회차,7.7,6.0,15.6,6.0,,6.8,,58.0,30.0,0
탑정지2,2018,6,1회차,7.8,2.0,4.6,2.2,,8.6,,2.0,0.0,1
C미호천,2018,6,2회차,8.2,4.5,10.4,4.3,,9.7,,,,0
소호천,2018,6,2회차,7.2,0.3,3.1,1.1,,8.7,,,,1
동창천,2018,6,4회차,6.8,0.6,3.5,1.9,,8.2,,,,1
다사,2018,6,4회차,7.9,1.6,5.0,4.0,,6.5,,375000.0,172.0,1
부일천,2018,6,2회차,7.3,0.6,4.8,3.1,,8.5,,,,1
도림천,2018,9,1회차,7.3,0.6,2.4,1.9,,7.9,,16000.0,1400.0,1
합천댐1,2018,6,11,9.3,1.4,3.0,2.1,,9.3,,5.0,0.0,0
낙동강하구1,2018,6,13,8.0,2.1,4.5,3.3,,9.8,,45000.0,200.0,0
초평천,2018,6,1회차,8.4,1.8,3.8,2.0,,15.3,,350.0,7.0,1
계성천,2018,6,2회차,7.4,3.6,13.5,,,7.5,,,,0
함안,2018,6,1회차,8.7,2.1,5.9,4.8,,9.7,,16000.0,8.0,0
화양천,2018,6,1회차,8.1,0.6,1.8,1.0,,9.6,,240.0,11.0,1
소양강댐3,2018,6,13,7.4,1.8,2.4,2.0,,9.1,,27.0,10.0,1
안동댐2,2018,6,11,8.8,1.1,3.1,2.6,,7.4,,28.0,0.0,0
동진천2,2018,6,1회차,7.9,1.7,2.8,1.6,,8.3,,1600.0,240.0,1
오수천-1,2018,6,4회차,7.5,1.5,6.1,4.7,,10.9,,,,1
수어댐2,2018,6,11,9.1,1.9,3.0,1.8,,10.5,,532.0,0.0,0
가천,2018,6,1회차,7.5,1.8,2.4,2.8,,7.6,,520.0,0.0,1
유치천-1,2018,6,3회차,7.2,0.9,5.0,3.7,,8.3,,,,1
수홍천,2018,6,1회차,7.5,0.7,5.4,4.0,,10.6,,,,1
옥천천,2018,6,1회차,8.1,2.3,4.1,2.8,,12.3,,0.0,0.0,0
미호천6-1,2019,7,3회차,8.1,7.5,14.4,8.8,,12.9,,7000.0,3200.0,0
중랑천-1,2019,6,3회차,7.5,2.0,5.7,2.5,,8.2,,,,1
공릉천-1,2019,6,3회차,8.1,0.7,4.3,1.8,,8.4,,,,1
C정왕천,2019,6,2회차,8.1,7.7,11.9,6.1,,11.1,,,,0
공지천1,2019,6,1회차,8.1,1.0,3.7,4.2,,10.7,,27400.0,1520.0,1
괴산댐2,2019,6,1회차,8.2,0.4,2.7,2.6,,9.5,,4720.0,2.0,1
목행대교,2019,6,2회차,7.6,0.4,2.9,,,11.3,,,,1
충주조정지댐1,2022,3,15,8.3,2.4,3.0,1.5,,13.3,,16.0,0.0,0
인북천1,2019,6,1회차,8.6,1.6,4.4,2.8,,14.2,,3940.0,0.0,0
중원,2019,6,1회차,8.7,1.2,2.9,2.8,,14.0,,1240.0,0.0,0
옥천,2019,6,4회차,7.8,1.2,5.0,2.4,,8.2,,200.0,16.0,1
강경천,2019,6,1회차,7.8,7.4,24.6,8.5,,9.8,,200.0,75.0,0
양화-1,2019,6,1회차,8.9,2.4,9.9,5.4,,11.3,,90.0,10.0,0
오산천2,2019,6,2회차,7.8,1.2,5.2,2.6,,10.1,,,,1
조양강,2019,6,3회차,8.4,1.2,4.7,2.4,,8.5,,,,1
옥동천2,2019,6,2회차,9.1,1.3,2.1,1.0,,11.1,,,,0
왕숙천4,2019,6,2회차,7.5,2.6,6.4,3.8,,6.6,,,,0
소양강댐5,2019,6,13,7.2,1.1,2.7,1.6,,4.6,,73.0,0.0,1
충주댐1,2019,6,23,7.7,0.1,2.6,2.1,,10.6,,280.0,0.0,1
충주댐1,2019,6,35,7.7,0.2,2.4,2.1,,8.9,,3040.0,4.0,1
충주조정지댐1,2022,3,11,8.3,2.6,2.9,1.5,,13.2,,8.0,0.0,0
용담댐1,2022,3,11,8.1,1.1,3.5,1.8,,10.7,,15.0,0.0,1
하잠교,2019,6,1회차,8.5,0.9,4.0,2.8,,10.1,,50.0,0.0,1
내성천1,2019,6,1회차,8.0,1.3,5.8,2.2,,6.4,,15.0,0.0,1
달성,2019,6,3회차,8.5,1.3,4.4,,,11.3,,,,1
금곡,2019,6,2회차,7.5,1.6,5.2,4.5,,8.4,,,,1
낙동강하구언1,2019,6,3회차,8.4,2.1,7.0,4.7,,8.8,,,,0
골포천,2019,6,1회차,7.8,0.4,3.1,2.0,,9.0,,,,1
광주1,2019,6,2회차,7.4,3.3,8.5,5.6,,7.3,,22000.0,3500.0,0
금산천,2019,6,1회차,8.3,4.3,21.1,15.2,,9.7,,4800.0,740.0,0
금호호2,2019,6,11,8.5,1.1,7.8,5.5,,11.2,,2.0,0.0,1
보성강댐1,2019,6,11,8.2,0.9,5.7,4.3,,9.0,,1340.0,3.0,1
가평천1,2019,6,1회차,7.1,0.8,1.6,1.0,,8.2,,170.0,49.0,1
조종천2,2019,6,1회차,7.2,1.1,3.4,2.1,,9.1,,1300.0,130.0,1
대청댐1,2022,3,33,7.7,0.5,3.4,2.2,,12.1,,10.0,5.0,1
대청댐1,2022,3,21,7.7,0.6,3.6,2.3,,12.6,,2.0,0.0,1
대청댐1,2022,3,11,7.6,0.2,3.5,2.0,,12.9,,3.0,0.0,1
연기,2019,7,4회차,8.1,4.1,8.7,5.3,,8.7,,3300.0,340.0,0
대교천2,2019,7,1회차,7.3,1.3,5.6,3.7,,8.4,,,,1
회천2-1,2019,7,3회차,7.1,2.4,9.0,6.5,,8.2,,,,0
삼랑진A,2019,7,1회차,7.8,2.1,6.9,4.8,,9.0,,,,0
물금,2019,7,1회차,7.3,1.7,6.8,4.9,,8.3,,66000.0,990.0,1
김화남대천,2019,7,1회차,7.7,1.6,2.3,1.2,,10.4,,6100.0,48.0,1
석성천-1,2019,7,1회차,7.4,2.4,10.8,7.7,,6.5,,,,0
금강갑문,2019,7,2회차,8.9,3.3,15.3,8.0,,9.6,,,,0
남강2,2019,7,1회차,7.7,1.1,4.9,2.8,,7.3,,12000.0,1040.0,1
고삼지3,2019,7,1회차,9.0,4.0,10.4,4.9,,10.8,,15.0,3.0,0
남원천1,2019,7,4회차,7.3,3.7,13.5,7.9,,7.8,,,,0
죽산,2018,6,4회차,8.1,4.2,12.7,9.6,,6.2,,15.0,6.0,0
금천,2018,6,1회차,8.2,1.6,6.0,4.8,,8.1,,,,1
탑천,2018,6,1회차,7.1,7.9,12.1,11.0,,7.0,,,,0
전주천6,2019,7,3회차,7.0,14.4,13.2,8.8,,6.2,,,,0
청평댐1,2018,6,11,7.3,0.5,3.5,1.6,,9.8,,400.0,1.0,1
달천3A,2022,3,4회차,8.1,1.0,3.5,2.3,,12.0,,,,1
담양,2018,4,4회차,7.4,3.4,8.6,4.8,,8.7,,44000.0,5800.0,0
"광산(영본B, 용봉)",2018,4,3회차,7.2,6.5,11.6,8.7,,9.0,,92000.0,22000.0,0
한탄강3-1A,2018,4,3회차,7.9,2.7,7.4,3.7,,11.7,,,,0
고막원천2-1,2018,4,4회차,7.0,5.2,11.6,7.5,,9.4,,,,0
무안2,2018,4,3회차,7.6,0.6,5.9,4.9,,10.1,,3.0,0.0,1
군위댐2,2018,4,15,7.2,0.4,4.7,3.4,,11.9,,200.0,5.0,1
C풍영정천,2018,4,1회차,7.3,2.3,6.9,4.0,,11.8,,46000.0,,0
망월천,2018,4,1회차,8.5,2.4,3.7,3.1,,11.2,,,,0
감이천,2018,4,3회차,9.4,3.7,7.4,3.9,,15.9,,,,0
감이천,2018,4,4회차,7.9,1.7,4.6,2.1,,10.8,,,,1
신천2-1,2018,4,1회차,8.0,7.6,25.4,13.1,,9.1,,,,0
남강4-1,2018,4,4회차,8.0,1.8,4.1,2.5,,8.4,,178.0,17.0,1
창릉천-2,2018,4,2회차,9.6,1.1,2.5,1.3,,11.2,,,,0
대호2,2018,4,15,7.8,0.8,8.0,5.9,,10.5,,0.0,0.0,1
대호3,2018,4,11,7.7,0.8,7.7,5.7,,10.9,,0.0,0.0,1
임진강4,2018,4,1회차,7.3,2.2,11.5,6.0,,7.9,,8200.0,114.0,0
곰나루,2018,4,1회차,7.5,2.6,5.9,3.3,,10.0,,3600.0,520.0,0
임진강4,2018,4,2회차,7.9,5.7,8.4,4.1,,11.8,,1500.0,1.0,0
부남호1,2018,4,1회차,8.3,3.8,15.6,9.0,,10.4,,40.0,15.0,0
대아지2,2018,9,15,6.7,0.2,2.8,2.4,,8.4,,38.0,26.0,1
대아지3,2018,9,11,6.7,1.6,5.1,2.4,,8.7,,14.0,4.0,1
C팔복동수로,2018,9,1회차,7.1,1.3,9.4,3.7,,7.2,,36000.0,,1
C팔복동수로,2018,9,2회차,8.0,11.9,14.3,4.3,,14.1,,,,0
C석탑천,2018,9,1회차,7.3,0.7,7.9,6.4,,7.9,,13000.0,,1
C석탑천,2018,9,2회차,7.5,1.5,4.3,2.9,,9.1,,,,1
하남,2018,9,2회차,7.6,1.8,7.9,3.7,,10.2,,1400.0,40.0,1
하남,2018,9,3회차,8.1,1.6,7.4,3.4,,9.5,,4000.0,20.0,1
하남,2018,9,4회차,8.6,2.0,8.5,4.2,,11.7,,6000.0,10.0,0
삼랑진,2018,9,1회차,7.3,1.2,7.7,3.2,,8.2,,170000.0,900.0,1
삼랑진,2018,9,2회차,7.6,2.6,8.2,3.6,,9.7,,6000.0,100.0,0
삼랑진,2018,9,3회차,7.8,1.4,7.1,3.4,,9.0,,3000.0,20.0,1
삼랑진,2018,9,4회차,7.9,1.9,8.9,3.9,,10.2,,2600.0,25.0,1
구포,2018,9,1회차,7.3,1.3,8.5,3.4,,7.7,,28000.0,2200.0,1
구포,2018,9,2회차,7.6,1.3,8.1,3.8,,8.6,,75000.0,16.0,1
구포,2018,9,3회차,7.7,2.4,8.3,3.3,,8.6,,15000.0,85.0,0
구포,2018,9,4회차,7.7,1.1,7.8,3.3,,9.2,,2200.0,60.0,1
황구지천3,2018,9,2회차,7.7,4.9,9.4,4.9,,8.5,,,,0
관리천,2018,9,3회차,7.8,1.9,6.5,3.5,,10.9,,30000.0,21000.0,1
진위천3,2018,9,1회차,7.8,4.5,9.0,5.1,,7.6,,,,0
진위천3,2018,9,2회차,7.7,3.4,9.6,5.0,,9.1,,,,0
진위천3,2018,9,3회차,7.7,3.2,9.5,4.8,,8.6,,30000.0,21000.0,0
고덕천,2018,9,1회차,7.8,1.2,3.6,2.1,,8.6,,21000.0,7000.0,1
성내천,2018,9,1회차,7.8,1.2,4.2,2.7,,6.7,,28000.0,3000.0,1
양재천,2018,9,1회차,7.5,0.7,3.0,2.1,,9.0,,30000.0,3000.0,1
우이천,2018,9,1회차,7.7,0.7,2.2,1.8,,9.1,,15000.0,1200.0,1
성북천,2018,9,1회차,8.3,0.8,2.2,1.6,,10.9,,6400.0,300.0,1
정릉천,2018,9,1회차,7.7,0.3,2.1,1.6,,8.4,,19000.0,1500.0,1
홍제천,2018,9,1회차,7.7,1.5,3.6,2.1,,8.3,,13000.0,1300.0,1
목감천,2018,9,1회차,7.4,1.4,5.7,3.8,,7.9,,50000.0,6000.0,1
청계천1,2018,9,1회차,7.5,0.1,2.0,1.7,,8.9,,160.0,28.0,1
청계천2,2018,9,1회차,7.7,0.4,2.4,1.8,,8.7,,12000.0,1300.0,1
청계천3,2018,9,1회차,7.7,0.8,2.6,1.9,,8.3,,5400.0,800.0,1
중랑천2,2018,9,1회차,7.3,0.8,2.9,2.2,,8.2,,30000.0,4000.0,1
단장천2,2019,6,2회차,8.5,0.8,2.6,1.5,,7.5,,,,1
석곡천,2019,6,2회차,7.3,1.4,5.3,3.2,,8.9,,,,1
석곡천,2019,6,3회차,7.0,1.4,5.2,2.8,,6.7,,,,1
탄천1,2018,1,1회차,6.3,3.4,8.1,5.8,,9.5,,66000.0,15000.0,0
장흥댐4,2018,1,15,7.4,1.8,3.0,1.5,,11.5,,66.0,0.0,1
오산천1,2018,1,1회차,7.2,1.8,8.1,6.4,,8.9,,6500.0,1300.0,1
영천댐1,2018,1,11,7.9,1.2,4.0,3.6,,12.9,,45.0,0.0,1
금호호3,2018,1,11,7.8,1.6,7.0,4.4,,14.0,,158.0,59.0,1
영산호3,2018,1,11,7.6,1.8,6.4,3.9,,14.0,,62.0,34.0,1
C대광천,2018,1,1회차,7.5,4.3,12.9,9.3,,10.5,,9200.0,,0
광주1,2018,1,1회차,8.1,3.5,6.7,3.3,,15.2,,41000.0,7000.0,0
광주2-1,2018,1,3회차,7.4,4.8,10.7,5.7,,12.9,,114000.0,57000.0,0
보성천-1,2018,1,2회차,7.4,0.6,2.4,1.6,,12.9,,19.0,2.0,1
용담댐4,2022,3,15,7.8,0.9,3.0,1.8,,11.4,,11.0,0.0,1
용담댐4,2022,3,13,7.7,1.1,2.9,1.8,,11.4,,12.0,0.0,1
부안댐2,2022,3,11,7.0,1.0,2.8,2.0,,12.0,,4.0,0.0,1
횡성댐1,2022,3,11,7.5,1.8,2.1,1.7,,10.2,,18.0,0.0,1
횡성댐1,2022,3,15,7.4,2.0,2.7,1.7,,9.2,,9.0,0.0,1
안망천,2022,3,4회차,8.0,0.5,4.7,3.1,,12.5,,,,1
천안천2,2022,3,1회차,7.8,9.8,8.0,3.9,,9.9,,51000.0,10000.0,0
용담,2022,3,1회차,8.2,0.8,3.2,2.2,,12.5,,,,1
대청댐,2022,3,3회차,7.7,0.6,3.3,2.2,,12.1,,9.0,3.0,1
대청댐,2022,3,4회차,7.7,0.4,3.5,2.3,,11.9,,4.0,0.0,1
대청댐,2022,3,1회차,7.6,0.2,3.5,2.1,,12.7,,2.0,0.0,1
공릉천3,2018,1,2회차,7.6,4.3,7.9,4.8,,12.4,,23000.0,5000.0,0
창릉천-2,2018,6,3회차,7.9,0.9,2.7,1.5,,8.6,,,,1
설문천,2018,6,3회차,7.7,3.0,8.0,3.2,,7.7,,,,0
흑천1-1,2018,6,3회차,8.5,1.1,2.5,1.5,,8.6,,,,1
공릉천-1,2018,6,1회차,8.2,0.7,4.4,1.8,,9.1,,,,1
사탄천,2018,6,3회차,8.3,0.8,3.4,1.0,,8.0,,,,1
신천1-1,2018,6,2회차,7.6,2.2,9.9,4.9,,8.3,,,,0
사탄천,2018,6,4회차,7.8,0.9,2.7,2.0,,9.0,,,,1
도산,2018,6,3회차,8.0,0.8,3.2,2.1,,9.4,,7650.0,0.0,1
조종천2-1,2018,6,2회차,8.7,1.0,3.8,1.3,,10.4,,,,0
수동천,2018,6,2회차,9.1,0.6,3.2,1.2,,9.4,,,,0
수동천,2018,6,3회차,9.2,1.1,3.0,1.7,,9.4,,,,0
오수천,2018,6,3회차,7.9,2.1,8.4,7.3,,11.9,,,,0
위천1A,2018,6,1회차,7.1,0.5,4.6,3.5,,7.4,,,,1
안동5,2018,6,2회차,8.2,0.4,4.9,3.8,,8.4,,,,1
위천6,2018,6,1회차,8.8,2.7,9.3,7.4,,8.5,,,,0
C오갑천,2018,1,2회차,10.8,2.1,2.7,2.2,,13.9,,,,0
C홍천강,2018,1,2회차,8.7,1.4,3.2,2.8,,14.7,,,,0
달천4,2018,1,1회차,7.5,1.7,3.0,2.3,,13.4,,3900.0,0.0,1
광주천2,2018,6,4회차,7.9,5.4,12.6,8.1,,7.9,,,,0
주암댐1,2018,6,45,6.6,1.7,3.0,2.6,,1.0,,15.0,0.0,1
경호강2,2018,6,4회차,8.6,1.7,6.9,5.3,,7.5,,,,0
남강,2018,6,1회차,7.7,0.8,3.7,2.3,,8.6,,,,1
문평천,2018,6,1회차,7.3,1.9,7.7,4.7,,10.3,,,,1
낙동강하구언2,2018,6,4회차,8.1,2.9,11.6,8.7,,7.8,,,,0
왜관,2018,6,2회차,8.4,0.9,5.4,4.3,,8.4,,27000.0,25.0,1
왜관,2018,6,4회차,8.1,1.5,5.4,4.1,,8.8,,19500.0,132.0,1
화천댐3,2018,6,1회차,8.9,0.4,3.1,2.3,,8.9,,173.0,0.0,0
양산천3,2018,6,3회차,8.1,6.5,10.8,7.0,,9.9,,715000.0,7.0,0
강정,2018,6,1회차,8.8,1.7,5.8,,,8.9,,,,0
낙동강하구언2,2018,6,2회차,8.8,4.0,11.2,7.6,,9.8,,,,0
안성천3,2018,6,2회차,8.2,6.3,18.1,8.7,,10.9,,2000000.0,950.0,0
C승기천,2018,6,2회차,7.8,6.0,13.4,7.0,,9.8,,,,0
임진강1,2018,6,1회차,8.5,0.5,3.2,1.2,,10.1,,8000.0,3.0,1
주천강2,2018,6,1회차,8.9,1.2,4.0,2.1,,9.9,,,,0
칠곡,2018,6,1회차,7.8,1.3,5.3,4.1,,6.2,,4950.0,5.0,1
남양호3,2018,6,1회차,7.6,6.3,13.7,8.4,,9.4,,240000.0,540.0,0
경안천2,2018,6,1회차,8.6,2.6,6.4,2.8,,10.2,,100000.0,140.0,0
안양천4,2018,6,2회차,7.4,4.9,9.7,5.5,,7.0,,30000.0,7700.0,0
군위남천,2018,6,1회차,7.4,1.2,5.1,2.3,,5.6,,16000.0,110.0,1
안양천4,2018,6,3회차,7.5,2.7,9.6,5.7,,8.2,,,,0
금당천-1,2018,6,1회차,7.9,1.4,2.8,2.4,,10.0,,,,1
금당천-1,2018,6,4회차,7.7,0.7,5.0,3.8,,9.3,,,,1
흑천2,2018,6,4회차,7.7,1.8,6.0,3.0,,9.3,,,,1
섬강4-1,2018,6,2회차,7.9,1.6,5.0,2.6,,10.0,,65.0,46.0,1
왕숙천4,2018,6,3회차,7.3,6.1,8.7,4.5,,9.4,,,,0
섬강4-1,2018,6,4회차,7.5,4.0,9.0,4.3,,7.6,,73000.0,30000.0,0
청미천3,2018,6,4회차,7.9,6.8,14.0,6.8,,7.1,,,,0
구의,2018,6,4회차,7.9,1.6,4.2,2.2,,8.4,,,,1
안양천3-2,2018,6,3회차,7.9,5.3,13.1,7.5,,9.0,,,,0
목감천-1,2018,6,1회차,7.9,5.2,12.5,7.4,,7.5,,,,0
목감천-1,2018,6,2회차,8.0,5.6,11.3,8.8,,8.4,,,,0
학의천,2018,6,1회차,7.6,1.9,6.6,4.8,,8.5,,,,1
용담댐1,2018,6,11,7.9,1.2,2.6,1.6,,10.3,,241.0,0.0,1
용담댐1,2018,6,13,7.8,1.1,2.5,1.5,,9.7,,649.0,0.0,1
동복천2,2018,6,1회차,7.9,1.4,1.9,2.1,,9.7,,150.0,5.0,1
적성,2018,9,3회차,7.8,1.4,3.9,2.9,,8.6,,1200.0,320.0,1
적성,2018,9,4회차,8.1,1.4,4.2,3.1,,9.1,,500.0,10.0,1
요천,2018,9,1회차,8.1,0.8,4.2,3.8,,9.0,,1600.0,880.0,1
주진천,2018,9,1회차,7.6,0.7,10.2,4.1,,8.0,,5200.0,2100.0,1
주진천-1,2018,9,1회차,7.3,0.8,10.6,3.8,,8.3,,4100.0,2800.0,1
대아지2,2018,9,11,6.8,0.8,4.3,2.3,,8.5,,0.0,0.0,1
대아지2,2018,9,13,6.6,0.9,3.7,2.5,,8.4,,24.0,18.0,1
감천1A,2022,5,3회차,9.2,1.5,5.5,4.2,,10.3,,,,0
구미,2022,5,1회차,8.4,1.7,5.3,3.2,,9.1,,4500.0,110.0,1
용암,2022,5,2회차,8.0,0.8,4.9,3.0,,8.1,,,,1
금호강6,2022,5,2회차,8.2,2.0,6.9,4.8,,9.6,,24000.0,2200.0,1
용산,2022,5,1회차,7.9,3.1,6.3,4.1,,9.3,,630000.0,19000.0,0
삼랑진A,2022,5,1회차,8.1,1.3,5.6,3.2,,8.9,,,,1
밀양강A,2022,5,1회차,7.3,1.4,5.2,2.6,,8.7,,,,1
삼봉리,2022,5,1회차,8.1,1.1,2.9,1.7,,10.5,,240.0,50.0,1
삼봉리,2022,5,5회차,8.3,1.0,3.0,2.1,,9.8,,60.0,40.0,1
가평천3,2022,5,4회차,8.4,1.9,4.3,2.8,,10.9,,,,1
충주,2022,5,4회차,8.4,0.5,2.0,1.5,,10.5,,,,1
원주,2022,5,1회차,8.5,0.8,3.2,1.9,,10.9,,,,1
섬강4-1,2022,5,5회차,8.3,1.0,4.6,3.5,,7.7,,200.0,100.0,1
양화천2,2022,5,2회차,8.2,2.5,6.9,5.0,,8.7,,500.0,200.0,0
구의,2022,5,4회차,8.6,1.2,3.5,2.5,,9.5,,,,0
영평천3,2022,5,4회차,8.9,3.1,7.8,5.7,,12.9,,,,0
영춘,2022,5,3회차,8.8,1.0,3.1,2.2,,9.7,,,,0
임진강1A,2022,5,1회차,8.4,1.1,3.7,2.0,,10.5,,,,1
벽계천,2022,5,3회차,8.3,0.6,2.5,,,10.6,,,,1
성은천,2022,5,1회차,7.5,1.4,4.3,2.8,,9.4,,,,1
금곡,2022,5,3회차,8.3,2.0,6.3,3.9,,8.7,,,,1
말지천,2022,5,1회차,7.5,2.1,10.1,6.7,,10.1,,,,0
부기천,2022,5,3회차,7.4,2.4,10.4,7.8,,9.6,,,,0
황강1-2,2022,5,2회차,8.4,3.0,5.7,3.6,,9.8,,,,0
문평천,2022,5,3회차,7.0,4.9,5.5,3.5,,8.9,,,,0
함평천3,2022,5,2회차,7.4,5.0,9.3,6.9,,7.4,,,,0
영암천,2022,5,5회차,7.1,2.8,9.2,7.0,,7.7,,,,0
굴포천-1,2022,5,3회차,8.1,2.4,6.0,2.8,,9.7,,,,0
원주,2020,7,1회차,8.7,1.5,3.8,2.0,,9.6,,,,0
낙단,2020,7,3회차,7.6,1.5,5.9,4.7,,8.5,,16250.0,3400.0,1
한천-2,2020,7,3회차,7.3,0.8,5.2,4.2,,7.6,,,,1
황룡강2,2020,7,1회차,7.4,1.4,5.4,4.0,,8.5,,410.0,120.0,1
고막원천1,2020,7,1회차,7.0,4.2,9.5,6.8,,7.6,,800.0,1200.0,0
남원천1,2020,7,1회차,8.4,3.6,10.4,6.0,,10.5,,,,0
동진강3,2020,7,1회차,7.8,3.7,8.6,6.3,,8.0,,3900.0,3000.0,0
고부천3,2020,7,1회차,8.0,3.2,9.8,7.6,,9.7,,,,0
구미,2020,7,1회차,7.6,3.1,6.2,5.1,,8.8,,,,0
대암-1,2020,7,3회차,7.5,3.0,9.0,7.1,,9.6,,15750.0,3500.0,0
단장천1,2020,7,1회차,7.7,0.9,1.3,1.0,,8.3,,,,1
단장천2,2020,7,2회차,6.9,1.6,3.1,1.7,,8.9,,,,1
C산암리수로,2022,5,2회차,7.6,1.6,9.1,7.2,,8.1,,,,1
C내동천,2022,5,1회차,6.7,1.6,4.2,1.8,,7.9,,75000.0,,1
거창동천2,2022,5,1회차,8.7,1.4,4.4,1.7,,11.3,,14000.0,74.0,0
C여천천,2022,5,2회차,7.3,26.6,23.0,21.6,,4.2,,,,0
C매암동수로,2022,5,2회차,7.3,3.8,10.0,6.5,,5.3,,,,0
원천지2,2022,5,1회차,8.7,4.5,5.9,5.0,,12.5,,220.0,10.0,0
지석천2,2022,5,1회차,8.5,4.3,7.0,5.6,,10.6,,10.0,3.0,0
팔거천2,2022,5,1회차,8.6,1.9,5.3,3.3,,10.2,,47000.0,140.0,0
영산포-1,2022,5,2회차,6.9,4.5,9.1,6.3,,4.9,,,,0
요천-1,2022,5,3회차,7.8,5.0,8.5,6.1,,10.8,,255.0,6.0,0
벽계천-1,2022,5,2회차,8.8,1.0,2.4,1.2,,10.5,,,,0
주암댐1,2022,5,31,7.7,2.3,3.2,2.3,,10.4,,22.0,0.0,0
진위천2-1,2022,5,1회차,7.8,4.7,10.0,6.8,,10.0,,,,0
진위천2-1,2022,5,2회차,7.7,3.9,9.1,6.2,,9.0,,,,0
팔당댐2,2022,5,11,8.4,1.1,3.4,2.0,,10.2,,3.0,3.0,1
팔당댐2,2022,5,24,7.5,0.9,3.4,1.9,,7.2,,10.0,2.0,1
팔당댐2,2022,5,34,7.4,0.9,3.1,1.8,,7.0,,40.0,0.0,1
오대천2,2022,5,4회차,9.5,1.3,3.4,2.0,,10.8,,,,0
월평천,2022,5,1회차,7.3,1.4,6.0,3.9,,14.4,,,,1
남천,2022,5,3회차,7.0,1.0,4.1,2.5,,7.5,,,,1
탐진강,2022,5,2회차,7.5,1.4,3.1,1.9,,9.6,,,,1
옴천천-1,2022,5,3회차,6.6,3.6,12.3,7.6,,9.8,,,,0
우치,2022,5,5회차,6.9,4.5,10.7,7.1,,6.8,,5750.0,600.0,0
평동천,2022,5,2회차,6.8,3.8,9.5,7.3,,9.3,,,,0
영산천,2022,5,4회차,7.0,3.6,10.4,7.6,,7.8,,,,0
반월천,2022,5,1회차,7.8,4.6,11.4,8.4,,9.3,,56000.0,15.0,0
서호3,2022,5,1회차,8.2,5.3,9.9,7.7,,10.3,,31000.0,640.0,0
남양호1,2022,5,1회차,8.9,4.9,14.1,11.1,,11.8,,8800.0,20.0,0
월문천,2022,5,1회차,8.9,0.8,2.4,1.9,,10.4,,1900.0,320.0,0
함평천1,2022,5,1회차,7.3,1.2,5.0,3.0,,9.6,,180.0,7.0,1
무안2,2022,5,1회차,7.7,1.9,7.4,5.0,,8.7,,5.0,0.0,1
계산,2022,5,4회차,7.3,1.8,5.6,4.2,,8.3,,,,1
황룡강3-1,2022,5,4회차,6.7,6.2,9.3,5.8,,11.5,,5450.0,2050.0,0
지석천4,2022,5,5회차,7.1,6.6,12.8,9.0,,6.3,,2167.0,467.0,0
나주,2022,5,1회차,7.1,8.2,9.5,6.7,,5.8,,690.0,320.0,0
풍영정천,2022,5,4회차,6.1,5.8,11.2,7.6,,14.1,,,,0
화천댐1,2022,5,15,7.7,1.2,2.3,1.1,,11.7,,4.0,0.0,1
가야천,2022,5,1회차,7.7,0.6,2.0,1.6,,9.4,,1600.0,11.0,1
해반천2,2022,5,1회차,7.6,0.9,3.4,3.4,,7.4,,23000.0,530.0,1
아라천2,2022,5,1회차,7.6,1.7,7.0,3.8,,11.1,,15000.0,390.0,1
C신천-1,2022,5,1회차,8.3,0.3,14.6,9.6,,10.1,,160000.0,,1
C승기천,2022,5,1회차,7.6,2.4,10.7,6.6,,9.3,,120000.0,,0
청평댐1,2022,5,15,7.7,0.4,2.4,1.1,,9.8,,92.0,2.0,1
아산호2,2022,5,15,8.3,2.3,8.3,5.9,,9.3,,38000.0,1.0,0
가양,2022,5,4회차,8.0,2.7,4.8,3.2,,9.8,,6400.0,100.0,0
미천,2022,5,1회차,8.6,2.5,6.0,3.4,,10.2,,20000.0,540.0,0
